Customer_ID,Name,Gender,Age,City,Signup_Date,Last_Purchase_Date,Purchase_Amount,Feedback_Score,Email,Phone_Number,Country
CUST1679,Amit Kumar,FEMALE,30,Mumbai,2021-06-11,2024-08-12,23585.989999999998,3.0,invalid_email,6141085641.0,InDia
CUST1076,Arjun Singh,MALE,30,Hyderabad,2020-01-06,2024-02-16,23585.989999999998,1.0,test@domain.com,6141085641.0,india
CUST1681,Rahul Sharma,MALE,30,Delhi,2020-04-06,2024-08-13,23585.989999999998,4.0,user@example.com,8047460109.0,India
CUST1817,Simran Kaur,MALE,30,Kolkata,2022-05-10,2021-01-01,23585.989999999998,4.0,test@domain.com,6332630385.0,India
CUST1359,Rahul Sharma,MALE,30,Chennai,2023-02-06,2021-02-19,23585.989999999998,5.0,invalid_email,9399983163.0,india
CUST1550,Kavya Nair,MALE,30,Chennai,2020-04-26,2022-12-31,23585.989999999998,1.0,user@example.com,6433227384.0,india
CUST1375,Priya Singh,FEMALE,30,Mumbai,2021-04-08,2023-06-28,23585.989999999998,2.0,user@example.com,6433227384.0,india
CUST1844,Priya Singh,MALE,30,Delhi,2024-01-14,2021-02-06,23585.989999999998,5.0,user@example.com,6433227384.0,InDia
CUST1192,Vikas Yadav,FEMALE,30,Mumbai,2022-10-09,2021-04-20,23585.989999999998,4.0,user@example.com,7020631504.0,India
CUST1030,Priya Singh,FEMALE,30,Hyderabad,2022-08-09,2024-02-22,23585.989999999998,1.0,test@domain.com,7020631504.0,india
CUST1994,Vikas Yadav,MALE,30,Chennai,2022-10-06,2021-12-11,23585.989999999998,1.0,invalid_email,6865744508.0,InDia
CUST1417,Amit Kumar,MALE,30,Kolkata,2020-07-10,2021-03-07,23585.989999999998,1.0,test@domain.com,6865744508.0,India
CUST1790,Rahul Sharma,MALE,30,Delhi,2021-03-06,2021-02-27,23585.989999999998,2.0,invalid_email,6865744508.0,India
CUST1393,Neha Verma,FEMALE,30,Chennai,2020-09-15,2022-12-07,23585.989999999998,1.0,user@example.com,6813805595.0,India
CUST1399,Amit Kumar,MALE,30,Kolkata,2023-08-17,2021-07-10,23585.989999999998,1.0,user@example.com,7984193396.0,InDia
CUST1362,Rohit Mehta,FEMALE,30,Mumbai,2022-08-13,2023-11-16,23585.989999999998,3.0,test@domain.com,7984193396.0,InDia
CUST1153,Simran Kaur,MALE,30,Kolkata,2020-01-07,2022-04-22,23585.989999999998,1.0,invalid_email,9043728523.0,InDia
CUST1441,Simran Kaur,MALE,30,Chennai,2022-08-11,2023-04-10,23585.989999999998,1.0,test@domain.com,9535173461.0,India
CUST1389,Arjun Singh,MALE,30,Hyderabad,2023-10-20,2023-06-03,23585.989999999998,5.0,user@example.com,6234203219.0,india
CUST1659,Neha Verma,FEMALE,30,Mumbai,2022-02-12,2023-09-25,23585.989999999998,1.0,user@example.com,6045690862.0,India
CUST1085,Vikas Yadav,MALE,30,Kolkata,2023-07-22,2025-01-25,23585.989999999998,3.0,invalid_email,6045690862.0,India
CUST1849,Neha Verma,MALE,30,Delhi,2023-03-23,2022-03-27,23585.989999999998,1.0,invalid_email,8839759030.0,india
CUST1961,Vikas Yadav,MALE,30,Chennai,2021-04-26,2021-05-06,23585.989999999998,2.0,test@domain.com,9826600687.0,India
CUST1997,Neha Verma,FEMALE,30,Hyderabad,2022-12-09,2024-09-09,23585.989999999998,1.0,invalid_email,9826600687.0,india
CUST1851,Amit Kumar,FEMALE,30,Chennai,2022-02-17,2023-06-17,23585.989999999998,4.0,user@example.com,6874164371.0,India
CUST1134,Simran Kaur,MALE,30,Hyderabad,2022-02-06,2023-05-13,23585.989999999998,5.0,invalid_email,6122903574.0,india
CUST1236,Rohit Mehta,MALE,30,Mumbai,2020-09-11,2025-01-15,23585.989999999998,1.0,user@example.com,6143589267.0,India
CUST1956,Priya Singh,FEMALE,30,Mumbai,2023-04-09,2021-05-11,23585.989999999998,4.0,test@domain.com,9946282060.0,india
CUST1533,Neha Verma,FEMALE,30,Kolkata,2021-02-26,2023-10-24,23585.989999999998,3.0,invalid_email,8124926975.0,india
CUST1331,Amit Kumar,FEMALE,30,Mumbai,2023-04-07,2021-12-23,23585.989999999998,2.0,user@example.com,9489971919.0,india
CUST1805,Vikas Yadav,FEMALE,30,Kolkata,2020-09-14,2023-09-07,23585.989999999998,5.0,invalid_email,9368712053.0,India
CUST1347,Priya Singh,MALE,30,Delhi,2021-09-23,2022-11-18,23585.989999999998,1.0,user@example.com,8996563068.0,india
CUST1287,Arjun Singh,MALE,30,Delhi,2021-04-29,2024-02-03,23585.989999999998,2.0,test@domain.com,9971675137.0,india
CUST1035,Priya Singh,FEMALE,30,Mumbai,2020-01-06,2022-11-13,23585.989999999998,3.0,test@domain.com,8680039695.0,india
CUST1285,Vikas Yadav,FEMALE,30,Hyderabad,2023-12-01,2022-06-11,23585.989999999998,2.0,test@domain.com,6536033407.0,india
CUST1268,Amit Kumar,FEMALE,30,Kolkata,2023-04-29,2023-03-15,23585.989999999998,4.0,test@domain.com,6536033407.0,India
CUST1832,Arjun Singh,FEMALE,30,Delhi,2024-01-27,2021-11-04,23585.989999999998,3.0,user@example.com,8075547646.0,India
CUST1250,Anjali Gupta,MALE,30,Delhi,2023-07-05,2022-11-02,23585.989999999998,1.0,test@domain.com,8075547646.0,InDia
CUST1638,Arjun Singh,MALE,30,Mumbai,2023-02-11,2024-04-30,23585.989999999998,1.0,invalid_email,8075547646.0,India
CUST1653,Anjali Gupta,MALE,30,Kolkata,2020-11-11,2024-12-29,23585.989999999998,3.0,test@domain.com,9199399840.0,india
CUST1303,Neha Verma,FEMALE,30,Kolkata,2020-05-09,2024-06-12,23585.989999999998,5.0,test@domain.com,9199399840.0,India
CUST1022,Amit Kumar,MALE,30,Chennai,2022-02-19,2023-11-11,23585.989999999998,1.0,test@domain.com,6252459137.0,InDia
CUST1779,Arjun Singh,FEMALE,30,Kolkata,2023-03-23,2024-09-13,23585.989999999998,5.0,test@domain.com,6634930837.0,India
CUST1670,Priya Singh,MALE,30,Delhi,2023-11-06,2025-01-01,23585.989999999998,3.0,test@domain.com,6634930837.0,india
CUST1874,Anjali Gupta,MALE,30,Delhi,2021-09-22,2024-05-24,23585.989999999998,4.0,invalid_email,9249580035.0,India
CUST1144,Priya Singh,FEMALE,30,Chennai,2023-06-25,2022-12-25,23585.989999999998,1.0,invalid_email,6687601612.0,India
CUST1175,Arjun Singh,MALE,30,Hyderabad,2021-06-09,2021-09-06,23585.989999999998,4.0,user@example.com,9373125665.0,India
CUST1668,Kavya Nair,FEMALE,30,Chennai,2023-06-06,2021-07-30,23585.989999999998,1.0,invalid_email,8123844024.0,India
CUST1729,Neha Verma,MALE,30,Mumbai,2021-02-18,2022-10-30,23585.989999999998,4.0,test@domain.com,9364740338.0,InDia
CUST1092,Vikas Yadav,FEMALE,30,Mumbai,2023-12-13,2022-09-22,23585.989999999998,5.0,user@example.com,7525815389.0,India
CUST1335,Kavya Nair,FEMALE,30,Chennai,2021-12-03,2022-02-27,23585.989999999998,3.0,test@domain.com,6408665711.0,InDia
CUST1413,Arjun Singh,MALE,30,Kolkata,2022-01-15,2023-10-21,23585.989999999998,5.0,user@example.com,6408665711.0,india
CUST1456,Rohit Mehta,MALE,30,Delhi,2021-06-10,2024-04-30,23585.989999999998,3.0,invalid_email,6098755389.0,india
